"depth","temperature","q_temperature","salinity","q_salinity","sigma_theta","q_sigma_theta","fluorescence","q_fluorescence","oxygen_mll","q_oxygen_mll","oxygen_sat","q_oxygen_sat","par","q_par","oxygen_winkler","q_oxygen_winkler","nh4","q_nh4","no3","q_no3","no2","q_no2","po4","q_po4","sioh4","q_sioh4","poc","q_poc","pon","q_pon","spm","q_spm","ph","q_ph","chla","q_chla","phaeo","q_phaeo","pn","q_pn","delta15n","q_delta15n","pc","q_pc","delta13c","q_delta13c","cn_ratio","q_cn_ratio","date_time"
1,17.77,"2",37.42,"2",27.19,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-14 09:00:00
10,15.47,"2",37.84,"2",28.06,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-14 09:00:00
20,15.17,"2",37.84,"2",28.13,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-14 09:00:00
30,14.8,"2",37.94,"2",28.29,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-14 09:00:00
50,13.85,"2",37.95,"2",28.5,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-14 09:00:00
75,13.39,"2",38.07,"2",28.69,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-14 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-21 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-21 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-21 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-21 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-21 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-21 09:00:00
1,17.97,"2",37.57,"2",27.25,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-31 09:00:00
10,16.99,"2",37.79,"2",27.66,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-31 09:00:00
20,15.7,"2",37.85,"2",28.01,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-31 09:00:00
30,15.7,"2",37.93,"2",28.07,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-31 09:00:00
50,14.41,"2",38.02,"2",28.44,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-31 09:00:00
75,13.57,"2",38.09,"2",28.67,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-05-31 09:00:00
1,18.07,"2",37.65,"2",27.29,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-05 09:00:00
10,16.96,"2",37.75,"2",27.64,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-05 09:00:00
20,16.7,"2",37.81,"2",27.75,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-05 09:00:00
30,16.37,"2",37.86,"2",27.86,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-05 09:00:00
50,14.51,"2",38.03,"2",28.42,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-05 09:00:00
75,13.57,"2",38.07,"2",28.66,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-05 09:00:00
1,19.24,"2",37.1,"2",26.57,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-11 09:00:00
10,18.59,"2",37.61,"2",27.12,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-11 09:00:00
20,18.38,"2",37.65,"2",27.21,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-11 09:00:00
30,16.5,"2",37.84,"2",27.82,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-11 09:00:00
50,14.25,"2",38.03,"2",28.48,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-11 09:00:00
75,13.93,"2",38.06,"2",28.57,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-11 09:00:00
1,21.15,"2",37.21,"2",26.14,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-18 09:00:00
10,19.2,"2",37.59,"2",26.95,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-18 09:00:00
20,16.25,"2",37.92,"2",27.94,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-18 09:00:00
30,15.05,"2",37.99,"2",28.27,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-18 09:00:00
50,14.06,"2",38.05,"2",28.53,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-18 09:00:00
75,13.45,"2",38.08,"2",28.69,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-18 09:00:00
1,21.87,"2",37.61,"2",26.24,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-27 09:00:00
10,19.55,"2",37.62,"2",26.88,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-27 09:00:00
20,17.35,"2",37.83,"2",27.6,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-27 09:00:00
30,16.95,"2",37.91,"2",27.76,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-27 09:00:00
50,15.98,"2",37.96,"2",28.03,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-27 09:00:00
75,14.6,"2",38.02,"2",28.39,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-06-27 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-02 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-02 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-02 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-02 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-02 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-02 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-09 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-09 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-09 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-09 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-09 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-09 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-16 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-16 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-16 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-16 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-16 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-16 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-23 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-23 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-23 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-23 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-23 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-07-23 09:00:00
1,24.52,"2",37.91,"2",25.69,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-02 09:00:00
10,21.42,"2",37.91,"2",26.6,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-02 09:00:00
20,20.1,"2",37.95,"2",26.99,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-02 09:00:00
30,17.57,"2",37.95,"2",27.64,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-02 09:00:00
50,14.66,"2",38.04,"2",28.4,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-02 09:00:00
75,13.61,"2",38.12,"2",28.69,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-02 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-06 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-06 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-06 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-06 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-06 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-06 09:00:00
1,23.32,"2",37.92,"2",26.06,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-12 09:00:00
10,21.92,"2",37.99,"2",26.52,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-12 09:00:00
20,19.95,"2",38.03,"2",27.09,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-12 09:00:00
30,19.27,"2",38.03,"2",27.27,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-12 09:00:00
50,16.08,"2",38.05,"2",28.08,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-12 09:00:00
75,15.33,"2",38.05,"2",28.25,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-12 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1957-08-20 09:00:00
