"depth","temperature","q_temperature","salinity","q_salinity","sigma_theta","q_sigma_theta","fluorescence","q_fluorescence","oxygen_mll","q_oxygen_mll","oxygen_sat","q_oxygen_sat","par","q_par","oxygen_winkler","q_oxygen_winkler","nh4","q_nh4","no3","q_no3","no2","q_no2","po4","q_po4","sioh4","q_sioh4","poc","q_poc","pon","q_pon","spm","q_spm","ph","q_ph","chla","q_chla","phaeo","q_phaeo","pn","q_pn","delta15n","q_delta15n","pc","q_pc","delta13c","q_delta13c","cn_ratio","q_cn_ratio","date_time"
1,13.42,"2",38.1,"2",28.71,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-08 09:00:00
10,13.43,"2",38.18,"2",28.77,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-08 09:00:00
20,13.55,"2",38.17,"2",28.74,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-08 09:00:00
30,13.44,"2",38.22,"2",28.8,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-08 09:00:00
50,13.45,"2",38.22,"2",28.79,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-08 09:00:00
75,NA,"9",38.2,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-08 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-12 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-12 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-12 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-12 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-12 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-12 09:00:00
1,13.6,"2",38.12,"2",28.69,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-21 09:00:00
10,13.54,"2",38.13,"2",28.71,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-21 09:00:00
20,13.6,"2",38.12,"2",28.69,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-21 09:00:00
30,13.64,"2",38.14,"2",28.69,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-21 09:00:00
50,12.9,"2",38.12,"2",28.83,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-21 09:00:00
75,NA,"9",38.14,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-21 09:00:00
1,13.42,"2",38.13,"2",28.74,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-27 09:00:00
10,13.41,"2",38.14,"2",28.74,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-27 09:00:00
20,13.53,"2",38.14,"2",28.72,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-27 09:00:00
30,13.41,"2",38.17,"2",28.77,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-27 09:00:00
50,13.42,"2",38.12,"2",28.73,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-27 09:00:00
75,13.47,"2",38.18,"2",28.76,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-01-27 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-02 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-02 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-02 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-02 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-02 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-02 09:00:00
1,13.4,"2",38.4,"2",28.94,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-08 09:00:00
10,13.3,"2",38.45,"2",29.01,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-08 09:00:00
20,13.39,"2",38.45,"2",28.98,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-08 09:00:00
30,13.4,"2",38.47,"2",29,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-08 09:00:00
50,13.4,"2",38.47,"2",29,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-08 09:00:00
75,13.36,"2",38.48,"2",29.01,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-08 09:00:00
1,13.39,"2",38.44,"2",28.98,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-19 09:00:00
10,13.36,"2",38.44,"2",28.98,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-19 09:00:00
20,13.24,"2",38.48,"2",29.04,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-19 09:00:00
30,13.2,"2",38.43,"2",29.01,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-19 09:00:00
50,13.22,"2",38.41,"2",28.99,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-19 09:00:00
75,13.67,"2",38.47,"2",28.94,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-19 09:00:00
1,13.09,"2",38.47,"2",29.07,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-25 09:00:00
10,13.06,"2",38.45,"2",29.06,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-25 09:00:00
20,13.24,"2",38.46,"2",29.02,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-25 09:00:00
30,12.97,"2",38.47,"2",29.09,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-25 09:00:00
50,12.7,"2",38.47,"2",29.15,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-25 09:00:00
75,12.74,"2",38.49,"2",29.16,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-02-25 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-02 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-02 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-02 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-02 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-02 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-02 09:00:00
1,13.05,"2",38.37,"2",28.99,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-12 09:00:00
10,13,"2",38.47,"2",29.09,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-12 09:00:00
20,13,"2",38.49,"2",29.1,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-12 09:00:00
30,NA,"9",38.46,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-12 09:00:00
50,12.99,"2",38.47,"2",29.09,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-12 09:00:00
75,12.56,"2",38.47,"2",29.18,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-12 09:00:00
1,13,"2",38.48,"2",29.09,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-18 09:00:00
10,12.95,"2",38.48,"2",29.1,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-18 09:00:00
20,12.94,"2",38.47,"2",29.1,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-18 09:00:00
30,12.94,"2",38.49,"2",29.11,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-18 09:00:00
50,13,"2",38.47,"2",29.09,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-18 09:00:00
75,12.91,"2",38.47,"2",29.11,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-18 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-23 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-23 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-23 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-23 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-23 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-03-23 09:00:00
1,13.09,"2",38.48,"2",29.07,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-01 09:00:00
10,13.03,"2",38.47,"2",29.08,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-01 09:00:00
20,12.95,"2",38.47,"2",29.09,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-01 09:00:00
30,12.91,"2",38.45,"2",29.09,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-01 09:00:00
50,12.99,"2",38.51,"2",29.11,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-01 09:00:00
75,12.45,"2",38.5,"2",29.22,"2",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-01 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-06 09:00:00
10,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-06 09:00:00
20,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-06 09:00:00
30,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-06 09:00:00
50,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-06 09:00:00
75,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-06 09:00:00
1,NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",NA,"9",1982-04-13 09:00:00
